Trip ID,Pickup Date,Pickup Time,Pickup Location,Dropoff Location,Passenger Count,Total Bookings,Booking Value,Trip Distance,Vehicle,Payment_type
13567,2024-06-05 00:00:00,1899-12-30 12:13:35,Midtown East,Yorkville East,2,1.0,$12.1,2.4,UberXL,Uber Pay
13568,2024-06-05 00:00:00,1899-12-30 12:35:39,Yorkville East,LaGuardia Airport,1,1.0,$34.0,8.28,UberX,Uber Pay
13569,2024-06-05 00:00:00,1899-12-30 12:14:31,Lincoln Square East,Upper West Side South,1,1.0,$9.7,1.4,UberXL,Uber Pay
13571,2024-06-05 00:00:00,1899-12-30 12:11:12,UN/Turtle Bay South,Lenox Hill West,1,1.0,$9.5,2.19,UberXL,Cash
13572,2024-06-05 00:00:00,1899-12-30 12:07:00,Manhattan Valley,Manhattanville,1,1.0,$9.5,2.06,Uber Green,Uber Pay
13573,2024-06-05 00:00:00,1899-12-30 12:06:20,Lenox Hill East,Penn Station/Madison Sq West,1,1.0,$20.5,3.2,UberX,Uber Pay
13574,2024-06-05 00:00:00,1899-12-30 12:20:08,Kips Bay,Penn Station/Madison Sq West,2,1.0,$8.0,1.25,Uber Comfort,Cash
13575,2024-06-05 00:00:00,1899-12-30 12:54:13,Garment District,Lincoln Square East,1,1.0,$12.1,1.86,Uber Green,Uber Pay
13576,2024-06-05 00:00:00,1899-12-30 12:04:49,Lincoln Square West,Upper East Side South,1,1.0,$11.4,1.68,Uber Green,Uber Pay
13578,2024-06-05 00:00:00,1899-12-30 12:40:51,Lincoln Square East,Washington Heights South,5,1.0,$19.0,6.18,UberX,Uber Pay
13579,2024-06-05 00:00:00,1899-12-30 12:05:24,East Harlem North,East Harlem South,1,1.0,$7.5,1.5,Uber Black,Cash
13580,2024-06-05 00:00:00,1899-12-30 12:16:22,Midtown South,Upper East Side North,1,1.0,$10.5,2.5,Uber Green,Uber Pay
13581,2024-06-05 00:00:00,1899-12-30 12:00:06,LaGuardia Airport,Elmhurst,1,1.0,$16.5,4.1,UberXL,Cash
13582,2024-06-05 00:00:00,1899-12-30 12:06:27,Clinton East,Upper West Side North,1,1.0,$7.5,1.9,UberX,Cash
13583,2024-06-05 00:00:00,1899-12-30 12:51:18,East Harlem North,Upper West Side North,1,1.0,$11.0,2,UberXL,Uber Pay
13584,2024-06-05 00:00:00,1899-12-30 12:01:58,Greenwich Village North,Penn Station/Madison Sq West,1,1.0,$6.0,1.31,Uber Comfort,Cash
13585,2024-06-05 00:00:00,1899-12-30 12:34:18,Upper East Side North,Lincoln Square East,1,1.0,$13.9,2.56,UberX,Uber Pay
13586,2024-06-05 00:00:00,1899-12-30 12:12:55,Gramercy,Yorkville East,1,1.0,$16.0,3.59,UberXL,Uber Pay
13587,2024-06-05 00:00:00,1899-12-30 12:40:19,Upper East Side North,East Harlem North,1,1.0,$10.0,1.99,UberX,Uber Pay
13588,2024-06-05 00:00:00,1899-12-30 12:40:16,Upper West Side North,Lenox Hill East,1,1.0,$12.4,2.47,UberXL,Uber Pay
13590,2024-06-05 00:00:00,1899-12-30 12:44:24,Alphabet City,Clinton East,1,1.0,$16.5,4.4,Uber Green,Cash
13591,2024-06-05 00:00:00,1899-12-30 12:33:19,Midtown Center,Manhattan Valley,1,1.0,$17.1,3.75,Uber Green,Uber Pay
13592,2024-06-05 00:00:00,1899-12-30 12:46:42,Manhattan Valley,Central Park,1,1.0,$11.4,1.85,UberXL,Uber Pay
13593,2024-06-05 00:00:00,1899-12-30 12:06:00,Garment District,Midtown North,2,1.0,$7.9,1.1,UberX,Uber Pay
13594,2024-06-05 00:00:00,1899-12-30 12:10:34,Lower East Side,Flushing Meadows-Corona Park,1,1.0,$26.0,9.23,UberX,Cash
13595,2024-06-05 00:00:00,1899-12-30 12:39:56,Times Sq/Theatre District,East Chelsea,1,1.0,$8.7,1.5,UberX,Uber Pay
13596,2024-06-05 00:00:00,1899-12-30 12:35:08,Manhattanville,East Harlem North,1,1.0,$11.0,2.03,UberX,Cash
13597,2024-06-05 00:00:00,1899-12-30 12:10:16,Clinton East,Lincoln Square West,2,1.0,$14.0,2.3,UberX,Uber Pay
13598,2024-06-05 00:00:00,1899-12-30 12:40:43,East Harlem North,East Harlem North,4,1.0,$7.5,1.1,Uber Black,Cash
13599,2024-06-05 00:00:00,1899-12-30 12:40:58,Upper West Side North,Midtown East,1,1.0,$16.3,2.96,UberXL,Uber Pay
13601,2024-06-05 00:00:00,1899-12-30 12:32:37,Yorkville West,Upper West Side North,1,1.0,$8.5,1.81,UberX,Cash
13602,2024-06-05 00:00:00,1899-12-30 12:43:55,Upper West Side North,Upper West Side North,1,1.0,$9.5,1.59,Uber Green,Uber Pay
13603,2024-06-05 00:00:00,1899-12-30 12:13:03,Midtown North,Upper West Side South,2,1.0,$12.0,2.1,UberX,Cash
13604,2024-06-05 00:00:00,1899-12-30 12:26:03,Union Sq,East Village,1,1.0,$11.4,1.5,Uber Black,Uber Pay
13605,2024-06-05 00:00:00,1899-12-30 12:28:26,Manhattan Valley,Central Harlem,1,1.0,$10.5,2.23,UberXL,Cash
13606,2024-06-05 00:00:00,1899-12-30 12:56:03,Greenwich Village North,East Chelsea,1,1.0,$6.0,1.2,Uber Green,Cash
13607,2024-06-05 00:00:00,1899-12-30 12:01:44,Flatiron,Lower East Side,1,1.0,$12.7,2.22,Uber Comfort,Uber Pay
13608,2024-06-05 00:00:00,1899-12-30 12:25:35,Garment District,Hamilton Heights,1,1.0,$28.5,6.9,Uber Black,Uber Pay
13609,2024-06-05 00:00:00,1899-12-30 12:58:05,Murray Hill,UN/Turtle Bay South,1,1.0,$22.4,4.12,UberXL,Uber Pay
13610,2024-06-05 00:00:00,1899-12-30 12:29:54,East Chelsea,Garment District,2,1.0,$6.5,1.38,UberXL,Cash
13611,2024-06-05 00:00:00,1899-12-30 12:06:07,LaGuardia Airport,Washington Heights South,1,1.0,$35.5,10.8,UberXL,Cash
13612,2024-06-05 00:00:00,1899-12-30 12:37:32,Upper East Side South,Sutton Place/Turtle Bay North,1,1.0,$10.9,1.54,Uber Comfort,Uber Pay
13613,2024-06-05 00:00:00,1899-12-30 12:14:10,Clinton East,Penn Station/Madison Sq West,1,1.0,$8.5,1.4,Uber Black,Uber Pay
13615,2024-06-05 00:00:00,1899-12-30 12:45:21,Lenox Hill West,Central Harlem North,1,1.0,$22.3,4.4,Uber Comfort,Uber Pay
13616,2024-06-05 00:00:00,1899-12-30 10:56:28,East Village,Boerum Hill,6,1.0,$18.0,5.23,UberX,Cash
13617,2024-06-05 00:00:00,1899-12-30 11:20:39,Upper West Side South,Murray Hill,6,1.0,$17.5,3.71,Uber Green,Uber Pay
13618,2024-06-05 00:00:00,1899-12-30 12:20:09,Central Park,Union Sq,2,1.0,$12.1,2.39,UberX,Uber Pay
13619,2024-06-05 00:00:00,1899-12-30 12:43:14,Murray Hill,Lenox Hill West,1,1.0,$9.1,1.8,UberX,Uber Pay
13620,2024-06-05 00:00:00,1899-12-30 12:25:02,Lenox Hill West,Kips Bay,1,1.0,$7.5,1.75,UberX,Cash
13621,2024-06-05 00:00:00,1899-12-30 12:43:19,Lenox Hill East,Greenwich Village North,1,1.0,$16.5,4.43,Uber Black,Cash
13622,2024-06-05 00:00:00,1899-12-30 12:49:53,Clinton West,Spuyten Duyvil/Kingsbridge,1,1.0,$28.0,10,UberX,Cash
13623,2024-06-05 00:00:00,1899-12-30 12:37:48,Times Sq/Theatre District,Upper West Side South,1,1.0,$7.5,1.64,UberX,Cash
13624,2024-06-05 00:00:00,1899-12-30 12:25:07,Union Sq,Clinton West,1,1.0,$10.9,1.82,Uber Comfort,Uber Pay
13625,2024-06-05 00:00:00,1899-12-30 12:37:08,East Village,Coney Island,1,1.0,$49.0,17.74,Uber Comfort,Uber Pay
13626,2024-06-05 00:00:00,1899-12-30 12:09:03,Sutton Place/Turtle Bay North,Upper East Side North,1,1.0,$7.4,1.36,UberX,Uber Pay
13627,2024-06-05 00:00:00,1899-12-30 12:20:15,Upper East Side South,Midtown South,1,1.0,$9.1,1.76,Uber Green,Uber Pay
13628,2024-06-05 00:00:00,1899-12-30 12:36:17,Upper East Side South,Midtown Center,1,1.0,$8.3,1.17,Uber Comfort,Uber Pay
13629,2024-06-05 00:00:00,1899-12-30 12:31:24,Upper East Side North,Sutton Place/Turtle Bay North,1,1.0,$11.5,1.8,Uber Black,Uber Pay
13630,2024-06-05 00:00:00,1899-12-30 12:02:10,Kips Bay,East Chelsea,2,1.0,$10.8,1.39,UberX,Uber Pay
13631,2024-06-05 00:00:00,1899-12-30 12:22:43,Union Sq,Clinton East,2,1.0,$10.0,2.19,UberXL,Uber Pay
13632,2024-06-05 00:00:00,1899-12-30 12:48:06,Midtown North,Midtown North,1,1.0,$8.0,1.1,Uber Green,Uber Pay
13633,2024-06-05 00:00:00,1899-12-30 12:28:30,Murray Hill,Yorkville West,1,1.0,$13.3,2.71,Uber Comfort,Uber Pay
13635,2024-06-05 00:00:00,1899-12-30 11:59:19,Upper West Side South,Manhattan Valley,1,1.0,$6.0,1.28,UberXL,Cash
13636,2024-06-05 00:00:00,1899-12-30 12:44:14,Union Sq,UN/Turtle Bay South,1,1.0,$7.9,1.19,UberXL,Uber Pay
13637,2024-06-05 00:00:00,1899-12-30 12:58:09,Lincoln Square East,Clinton West,1,1.0,$9.4,1.06,Uber Black,Uber Pay
13638,2024-06-05 00:00:00,1899-12-30 11:48:58,Lincoln Square East,Lenox Hill West,1,1.0,$13.3,1.94,Uber Comfort,Uber Pay
13639,2024-06-05 00:00:00,1899-12-30 12:56:37,Downtown Brooklyn/MetroTech,Greenwich Village South,1,1.0,$17.2,3.3,Uber Comfort,Uber Pay
13640,2024-06-05 00:00:00,1899-12-30 12:04:46,Greenwich Village North,East Chelsea,2,1.0,$9.0,1.6,Uber Green,Cash
13641,2024-06-05 00:00:00,1899-12-30 12:16:33,DUMBO/Vinegar Hill,Gramercy,1,1.0,$16.9,3.76,UberX,Uber Pay
13643,2024-06-05 00:00:00,1899-12-30 12:05:50,SoHo,Murray Hill,1,1.0,$10.5,2.83,Uber Comfort,Cash
13644,2024-06-05 00:00:00,1899-12-30 12:28:49,Murray Hill,Flatiron,1,1.0,$6.5,1.2,UberX,Cash
13646,2024-06-05 00:00:00,1899-12-30 12:23:06,Midtown North,Astoria,1,1.0,$13.5,3.71,Uber Green,Cash
13647,2024-06-05 00:00:00,1899-12-30 12:02:33,Yorkville West,LaGuardia Airport,1,1.0,$39.7,10.13,Uber Green,Uber Pay
13648,2024-06-05 00:00:00,1899-12-30 12:19:09,Greenwich Village North,Sutton Place/Turtle Bay North,1,1.0,$12.7,2.73,UberXL,Uber Pay
13650,2024-06-05 00:00:00,1899-12-30 12:37:35,Morningside Heights,East Chelsea,1,1.0,$19.6,4.12,Uber Comfort,Uber Pay
13651,2024-06-05 00:00:00,1899-12-30 12:29:38,Union Sq,Lincoln Square East,1,1.0,$19.0,3.07,Uber Black,Uber Pay
13652,2024-06-05 00:00:00,1899-12-30 12:15:30,Murray Hill,Midtown Center,1,1.0,$7.0,1.09,UberXL,Uber Pay
13654,2024-06-05 00:00:00,1899-12-30 12:21:23,TriBeCa/Civic Center,Union Sq,1,1.0,$13.3,2.4,UberXL,Uber Pay
13655,2024-06-05 00:00:00,1899-12-30 12:10:52,Midtown Center,Midtown East,6,1.0,$32.8,5.31,UberXL,Uber Pay
13656,2024-06-05 00:00:00,1899-12-30 12:08:12,Alphabet City,Financial District South,6,1.0,$12.5,3.41,Uber Black,Cash
13657,2024-06-05 00:00:00,1899-12-30 12:22:24,Financial District North,East Village,6,1.0,$9.5,2.71,UberX,Cash
13658,2024-06-05 00:00:00,1899-12-30 12:44:28,Kips Bay,Upper West Side North,6,1.0,$20.5,4.36,UberX,Uber Pay
13659,2024-06-05 00:00:00,1899-12-30 12:40:11,Clinton East,Upper East Side North,1,1.0,$11.5,3.15,UberXL,Cash
13660,2024-06-05 00:00:00,1899-12-30 12:27:50,Central Park,Lincoln Square West,1,1.0,$19.0,2.75,UberX,Uber Pay
13661,2024-06-05 00:00:00,1899-12-30 12:02:42,Bloomingdale,East Harlem South,1,1.0,$13.0,1.95,Uber Comfort,Cash
13662,2024-06-05 00:00:00,1899-12-30 12:02:44,Penn Station/Madison Sq West,Marble Hill,1,1.0,$37.0,12.7,UberX,Cash
13663,2024-06-05 00:00:00,1899-12-30 12:47:35,Lenox Hill East,Sutton Place/Turtle Bay North,1,1.0,$15.9,1.51,Uber Comfort,Uber Pay
13664,2024-06-05 00:00:00,1899-12-30 12:32:43,Yorkville West,Upper East Side South,1,1.0,$8.7,1.5,UberXL,Uber Pay
13665,2024-06-05 00:00:00,1899-12-30 12:24:42,Union Sq,Steinway,1,1.0,$25.2,6.1,UberX,Uber Pay
13666,2024-06-05 00:00:00,1899-12-30 12:14:32,Yorkville West,East Harlem South,1,1.0,$6.0,1.2,UberXL,Cash
13667,2024-06-05 00:00:00,1899-12-30 12:41:45,East Harlem South,Lenox Hill East,1,1.0,$9.0,2,Uber Green,Cash
13668,2024-06-05 00:00:00,1899-12-30 12:31:44,LaGuardia Airport,Ocean Hill,1,1.0,$44.6,12.7,UberX,Uber Pay
13669,2024-06-05 00:00:00,1899-12-30 12:04:02,Upper East Side North,Sutton Place/Turtle Bay North,1,1.0,$9.0,2.09,Uber Comfort,Cash
13670,2024-06-05 00:00:00,1899-12-30 12:02:48,Midtown Center,Central Harlem,1,1.0,$19.3,3.8,UberXL,Uber Pay
13671,2024-06-05 00:00:00,1899-12-30 12:24:07,Sutton Place/Turtle Bay North,Lincoln Square East,1,1.0,$8.0,1.3,UberX,Cash
13672,2024-06-05 00:00:00,1899-12-30 12:40:22,Midtown East,East Harlem South,3,1.0,$9.5,2.62,Uber Green,Cash
13673,2024-06-05 00:00:00,1899-12-30 12:14:04,Upper East Side South,Manhattan Valley,1,1.0,$18.1,3.12,UberX,Uber Pay
13675,2024-06-05 00:00:00,1899-12-30 12:18:56,Lenox Hill East,Central Harlem North,1,1.0,$21.7,4.8,UberXL,Uber Pay
13676,2024-06-05 00:00:00,1899-12-30 12:23:08,Upper East Side North,Morningside Heights,1,1.0,$14.5,2.36,Uber Comfort,Uber Pay
13677,2024-06-05 00:00:00,1899-12-30 12:35:26,Lincoln Square East,Midtown Center,1,1.0,$7.5,1.15,Uber Green,Cash
13678,2024-06-05 00:00:00,1899-12-30 12:25:30,Upper East Side North,Sutton Place/Turtle Bay North,1,1.0,$10.2,1.6,UberXL,Uber Pay
13679,2024-06-05 00:00:00,1899-12-30 12:42:07,Lenox Hill East,Upper East Side North,1,1.0,$9.7,1.3,UberXL,Uber Pay
13680,2024-06-05 00:00:00,1899-12-30 12:30:31,Lenox Hill West,Yorkville East,6,1.0,$5.5,1.04,UberX,Cash
13681,2024-06-05 00:00:00,1899-12-30 12:47:32,Upper East Side North,Lenox Hill West,6,1.0,$6.5,1.1,UberX,Cash
13683,2024-06-05 00:00:00,1899-12-30 12:36:44,Fort Greene,LaGuardia Airport,1,1.0,$32.0,10.76,Uber Comfort,Cash
13684,2024-06-05 00:00:00,1899-12-30 12:04:40,Clinton East,UN/Turtle Bay South,2,1.0,$11.4,1.1,UberX,Uber Pay
13685,2024-06-05 00:00:00,1899-12-30 12:35:17,Kips Bay,Manhattan Valley,1,1.0,$25.3,5.5,Uber Green,Uber Pay
13686,2024-06-05 00:00:00,1899-12-30 12:18:26,Manhattan Valley,East Harlem North,1,1.0,$8.5,1.78,Uber Black,Cash
13688,2024-06-05 00:00:00,1899-12-30 12:35:02,Lenox Hill West,Murray Hill,2,1.0,$8.5,1.7,Uber Black,Uber Pay
13689,2024-06-05 00:00:00,1899-12-30 12:52:39,Penn Station/Madison Sq West,East Village,1,1.0,$11.5,2.7,UberX,Cash
13690,2024-06-05 00:00:00,1899-12-30 12:37:47,Yorkville West,East Chelsea,1,1.0,$26.0,5.8,UberX,Uber Pay
13692,2024-06-05 00:00:00,1899-12-30 12:29:59,Manhattan Valley,Lincoln Square West,2,1.0,$10.1,1.6,Uber Comfort,Uber Pay
13693,2024-06-05 00:00:00,1899-12-30 12:04:10,East Harlem South,East Harlem North,1,1.0,$8.0,1.38,UberX,Uber Pay
13694,2024-06-05 00:00:00,1899-12-30 12:32:33,Lenox Hill West,Roosevelt Island,1,1.0,$18.5,3.83,UberXL,Uber Pay
13695,2024-06-05 00:00:00,1899-12-30 12:34:26,Bloomingdale,Central Harlem North,5,1.0,$14.0,1.85,Uber Green,Uber Pay
13696,2024-06-05 00:00:00,1899-12-30 12:16:20,Upper East Side South,East Harlem North,1,1.0,$14.5,3.3,UberXL,Cash
13697,2024-06-05 00:00:00,1899-12-30 12:09:18,Midtown Center,West Chelsea/Hudson Yards,1,1.0,$8.0,1.4,Uber Black,Cash
13699,2024-06-05 00:00:00,1899-12-30 12:41:46,Penn Station/Madison Sq West,East Harlem South,1,1.0,$22.9,4.88,Uber Comfort,Uber Pay
13700,2024-06-05 00:00:00,1899-12-30 12:24:43,East Harlem South,Lincoln Square East,1,1.0,$14.5,2.7,Uber Green,Uber Pay
13702,2024-06-05 00:00:00,1899-12-30 12:45:44,East Village,Clinton West,1,1.0,$21.7,4.25,UberX,Uber Pay
13703,2024-06-05 00:00:00,1899-12-30 12:33:27,Upper West Side South,Bloomingdale,1,1.0,$8.3,1.45,UberX,Uber Pay
13704,2024-06-05 00:00:00,1899-12-30 12:38:56,Clinton West,Upper West Side South,1,1.0,$8.0,1.8,Uber Green,Cash
13705,2024-06-05 00:00:00,1899-12-30 12:04:28,Yorkville West,Upper East Side South,1,1.0,$5.5,1.01,Uber Black,Cash
13706,2024-06-05 00:00:00,1899-12-30 12:21:52,Yorkville West,Kips Bay,1,1.0,$17.2,4,UberXL,Uber Pay
13707,2024-06-05 00:00:00,1899-12-30 12:27:26,East Chelsea,East Chelsea,1,1.0,$45.0,13.1,Uber Black,Cash
13708,2024-06-05 00:00:00,1899-12-30 12:35:26,Union Sq,West Village,1,1.0,$6.0,1.24,Uber Comfort,Cash
13709,2024-06-05 00:00:00,1899-12-30 12:38:35,Yorkville West,East Harlem North,1,1.0,$9.5,2.1,Uber Green,Cash
13710,2024-06-05 00:00:00,1899-12-30 12:38:04,Upper East Side South,Clinton East,1,1.0,$14.5,2.02,Uber Green,Uber Pay
13711,2024-06-05 00:00:00,1899-12-30 12:52:41,Penn Station/Madison Sq West,Greenwich Village South,1,1.0,$6.5,1.5,UberXL,Cash
13712,2024-06-05 00:00:00,1899-12-30 12:51:49,LaGuardia Airport,Downtown Brooklyn/MetroTech,1,1.0,$40.5,10.4,UberXL,Uber Pay
13713,2024-06-05 00:00:00,1899-12-30 12:52:28,West Village,Lincoln Square West,1,1.0,$12.5,3.2,UberXL,Cash
13715,2024-06-05 00:00:00,1899-12-30 12:01:04,Upper East Side South,Upper West Side South,1,1.0,$13.9,2.42,UberX,Uber Pay
13717,2024-06-05 00:00:00,1899-12-30 12:51:40,Yorkville West,Clinton East,1,1.0,$17.5,3.44,UberX,Uber Pay
13718,2024-06-05 00:00:00,1899-12-30 12:26:15,Midtown East,Flatiron,1,1.0,$13.9,2.2,Uber Comfort,Uber Pay
13719,2024-06-05 00:00:00,1899-12-30 12:46:01,Upper East Side South,Midtown East,1,1.0,$6.5,1.12,Uber Green,Cash
13721,2024-06-05 00:00:00,1899-12-30 12:56:39,East Chelsea,East Village,1,1.0,$16.3,2.9,Uber Green,Uber Pay
13722,2024-06-05 00:00:00,1899-12-30 12:02:28,East Chelsea,West Village,2,1.0,$7.0,1.4,UberX,Cash
13723,2024-06-05 00:00:00,1899-12-30 12:30:47,East Chelsea,Upper East Side South,1,1.0,$13.5,3.6,Uber Comfort,Cash
13724,2024-06-05 00:00:00,1899-12-30 13:31:26,Upper East Side South,Penn Station/Madison Sq West,1,1.0,$7.5,1.7,UberX,Cash
13725,2024-06-05 00:00:00,1899-12-30 13:36:17,TriBeCa/Civic Center,Battery Park City,1,1.0,$9.0,1.22,Uber Comfort,Uber Pay
13726,2024-06-05 00:00:00,1899-12-30 13:45:02,Battery Park City,Seaport,1,1.0,$9.8,1.34,Uber Black,Uber Pay
13727,2024-06-05 00:00:00,1899-12-30 13:26:32,Upper West Side South,East Harlem South,1,1.0,$11.0,2.5,UberX,Cash
13728,2024-06-05 00:00:00,1899-12-30 13:00:16,LaGuardia Airport,Central Harlem,1,1.0,$23.0,7.4,Uber Green,Cash
13729,2024-06-05 00:00:00,1899-12-30 13:10:42,East Harlem North,Central Harlem North,1,1.0,$8.0,1.4,UberX,Cash
13730,2024-06-05 00:00:00,1899-12-30 13:59:39,Bloomingdale,Upper West Side North,1,1.0,$8.5,1.1,Uber Black,Uber Pay
13731,2024-06-05 00:00:00,1899-12-30 13:57:14,West Village,TriBeCa/Civic Center,3,1.0,$12.7,1.91,Uber Green,Uber Pay
13732,2024-06-05 00:00:00,1899-12-30 13:13:43,Sutton Place/Turtle Bay North,Steinway,1,1.0,$26.5,5.7,UberX,Uber Pay
13734,2024-06-05 00:00:00,1899-12-30 13:52:01,TriBeCa/Civic Center,Penn Station/Madison Sq West,1,1.0,$15.1,2.91,Uber Comfort,Uber Pay
13735,2024-06-05 00:00:00,1899-12-30 13:59:29,West Village,Sutton Place/Turtle Bay North,1,1.0,$17.7,3.55,UberXL,Uber Pay
13736,2024-06-05 00:00:00,1899-12-30 13:01:29,Upper East Side South,Upper West Side North,1,1.0,$10.3,1.6,Uber Green,Uber Pay
13737,2024-06-05 00:00:00,1899-12-30 13:17:22,Murray Hill,Upper West Side South,1,1.0,$18.1,3.85,UberXL,Uber Pay
13738,2024-06-05 00:00:00,1899-12-30 13:22:01,Sutton Place/Turtle Bay North,Yorkville West,1,1.0,$9.7,1.7,Uber Green,Uber Pay
13740,2024-06-05 00:00:00,1899-12-30 13:02:51,LaGuardia Airport,Flatlands,1,1.0,$51.0,17.88,UberX,Cash
13741,2024-06-05 00:00:00,1899-12-30 13:30:59,Upper East Side North,Midtown North,1,1.0,$10.3,1.88,UberX,Uber Pay
13743,2024-06-05 00:00:00,1899-12-30 13:48:38,Gramercy,East Chelsea,1,1.0,$7.0,1.25,Uber Black,Cash
13744,2024-06-05 00:00:00,1899-12-30 13:57:12,East Chelsea,TriBeCa/Civic Center,1,1.0,$11.5,2.24,UberX,Uber Pay
13745,2024-06-05 00:00:00,1899-12-30 13:04:05,Sutton Place/Turtle Bay North,Lenox Hill West,1,1.0,$9.5,2.3,Uber Green,Cash
13746,2024-06-05 00:00:00,1899-12-30 13:13:46,Yorkville West,Penn Station/Madison Sq West,1,1.0,$14.5,3.35,Uber Comfort,Cash
13747,2024-06-05 00:00:00,1899-12-30 13:57:16,Murray Hill,Manhattan Valley,1,1.0,$13.5,3.5,Uber Comfort,Cash
13748,2024-06-05 00:00:00,1899-12-30 13:43:07,Upper West Side South,Upper East Side North,1,1.0,$7.0,1.2,UberXL,Cash
13749,2024-06-05 00:00:00,1899-12-30 13:22:51,East Harlem South,East Harlem North,1,1.0,$8.3,1.37,UberX,Uber Pay
13751,2024-06-05 00:00:00,1899-12-30 13:07:34,Greenwich Village North,Maspeth,1,1.0,$30.5,8.05,UberX,Uber Pay
13752,2024-06-05 00:00:00,1899-12-30 13:21:44,Murray Hill,Upper East Side North,1,1.0,$9.0,2.2,UberX,Cash
13753,2024-06-05 00:00:00,1899-12-30 13:46:23,Manhattan Valley,Upper East Side South,1,1.0,$30.5,7.34,UberX,Cash
13754,2024-06-05 00:00:00,1899-12-30 13:22:19,Penn Station/Madison Sq West,Gramercy,3,1.0,$6.0,1.13,UberX,Cash
13756,2024-06-05 00:00:00,1899-12-30 13:19:19,Upper East Side North,Upper West Side North,1,1.0,$9.7,1.22,Uber Green,Uber Pay
13758,2024-06-05 00:00:00,1899-12-30 13:57:27,Union Sq,East Harlem South,1,1.0,$15.0,4.08,UberX,Uber Pay
13759,2024-06-05 00:00:00,1899-12-30 13:49:29,Lenox Hill East,Clinton East,1,1.0,$15.0,2.36,Uber Black,Uber Pay
13760,2024-06-05 00:00:00,1899-12-30 13:51:19,Clinton East,Sutton Place/Turtle Bay North,1,1.0,$7.0,1.27,UberXL,Cash
13761,2024-06-05 00:00:00,1899-12-30 13:43:15,Midtown North,Lincoln Square East,1,1.0,$9.0,1.36,Uber Black,Uber Pay
13762,2024-06-05 00:00:00,1899-12-30 13:13:08,Chinatown,Fort Greene,2,1.0,$8.0,2,UberXL,Cash
13763,2024-06-05 00:00:00,1899-12-30 13:36:39,Murray Hill,Lenox Hill West,1,1.0,$7.0,1.7,UberX,Cash
13764,2024-06-05 00:00:00,1899-12-30 13:51:24,Upper West Side South,Yorkville West,5,1.0,$10.9,1.72,Uber Comfort,Uber Pay
13765,2024-06-05 00:00:00,1899-12-30 13:42:43,Upper West Side North,Midtown Center,1,1.0,$11.0,2.86,Uber Comfort,Cash
13766,2024-06-05 00:00:00,1899-12-30 13:10:48,Murray Hill,Midtown East,2,1.0,$5.5,1.09,UberXL,Cash
13767,2024-06-05 00:00:00,1899-12-30 13:48:26,Upper East Side North,Upper East Side South,1,1.0,$6.5,1.31,UberXL,Uber Pay
13768,2024-06-05 00:00:00,1899-12-30 13:40:56,Union Sq,Times Sq/Theatre District,1,1.0,$7.5,1.8,UberX,Cash
13769,2024-06-05 00:00:00,1899-12-30 13:13:36,Sutton Place/Turtle Bay North,Yorkville West,1,1.0,$8.0,1.86,Uber Green,Cash
13771,2024-06-05 00:00:00,1899-12-30 13:10:40,Lenox Hill East,UN/Turtle Bay South,2,1.0,$10.0,1.9,UberX,Uber Pay
13772,2024-06-05 00:00:00,1899-12-30 13:34:08,Murray Hill,Gramercy,1,1.0,$8.5,1.7,UberX,Cash
13773,2024-06-05 00:00:00,1899-12-30 13:09:50,Hamilton Heights,East Chelsea,2,1.0,$23.0,6.5,UberX,Cash
13774,2024-06-05 00:00:00,1899-12-30 13:47:53,Penn Station/Madison Sq West,Times Sq/Theatre District,2,1.0,$6.0,1.14,UberXL,Cash
13775,2024-06-05 00:00:00,1899-12-30 13:32:55,Upper West Side North,Midtown North,2,1.0,$8.5,1.6,Uber Green,Cash
13776,2024-06-05 00:00:00,1899-12-30 13:09:44,Kips Bay,Boerum Hill,1,1.0,$27.1,6.48,Uber Green,Uber Pay
13777,2024-06-05 00:00:00,1899-12-30 13:32:32,Hudson Sq,East Chelsea,6,1.0,$11.5,2.41,Uber Comfort,Uber Pay
13778,2024-06-05 00:00:00,1899-12-30 13:54:46,Kips Bay,Lenox Hill West,2,1.0,$12.6,2.7,Uber Comfort,Uber Pay
13780,2024-06-05 00:00:00,1899-12-30 13:19:26,TriBeCa/Civic Center,Meatpacking/West Village West,3,1.0,$10.0,1.7,Uber Green,Cash
13781,2024-06-05 00:00:00,1899-12-30 13:33:43,Lower East Side,Central Harlem,1,1.0,$24.0,7.4,UberX,Cash
13782,2024-06-05 00:00:00,1899-12-30 13:20:06,East Village,Upper East Side South,1,1.0,$15.1,3.4,UberXL,Uber Pay
13783,2024-06-05 00:00:00,1899-12-30 13:32:31,East Chelsea,Bushwick South,1,1.0,$38.0,6.5,UberXL,Uber Pay
13784,2024-06-05 00:00:00,1899-12-30 13:02:03,East Harlem South,Lenox Hill West,1,1.0,$6.0,1.34,Uber Comfort,Cash
13786,2024-06-05 00:00:00,1899-12-30 13:27:41,Manhattan Valley,Central Harlem North,1,1.0,$14.5,3.33,Uber Green,Cash
13787,2024-06-05 00:00:00,1899-12-30 13:31:34,Flatiron,East Harlem South,1,1.0,$24.1,5.51,UberX,Uber Pay
13788,2024-06-05 00:00:00,1899-12-30 13:10:12,Clinton East,Lincoln Square East,1,1.0,$7.0,1.23,Uber Green,Cash
